  550.000  5.197474e+02  4.566364e-13  1.823251e+02  7.382661e+01 
 1000.000  4.092533e+02  1.667073e-08  1.245672e+02  5.551326e+01 
 1600.000  1.287113e+02  4.066619e-09  2.319256e+01  1.525594e+01 
 2200.000  4.243214e+01  1.481151e-09  1.046361e+01  5.417788e+00 
 3000.000  2.364056e+01  1.280440e-10  7.755052e-01  2.321829e+00 
 3700.000  4.601104e+00  1.338120e-10  1.055802e+00  5.766115e-01 
 4900.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 6500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 9600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
11300.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
13700.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
16600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
21500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
30000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
70000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
