  550.000  0.000000e+00           nan          -nan           nan 
 1000.000  0.000000e+00 -1.072415e-28  4.461863e-11  7.101277e-12 
 1600.000  0.000000e+00           nan          -nan           nan 
 2200.000  0.000000e+00  4.579658e-14  6.415921e-04  1.021125e-04 
 3000.000  0.000000e+00  2.538540e-13  2.831053e-02  4.505761e-03 
 3700.000  0.000000e+00  1.312575e-11  2.361787e-01  3.758901e-02 
 4900.000  0.000000e+00  0.000000e+00  1.735533e+00  2.762187e-01 
 5600.000  0.000000e+00  0.000000e+00  8.538551e-01  1.358953e-01 
 6500.000  0.000000e+00  0.000000e+00  2.891582e+00  4.602095e-01 
 7600.000  0.000000e+00  0.000000e+00  5.894787e+00  9.381845e-01 
 8500.000  0.000000e+00  0.000000e+00  1.538490e+01  2.448583e+00 
 9600.000  0.000000e+00  0.000000e+00  1.372225e+01  2.183965e+00 
11300.000  0.000000e+00  0.000000e+00  3.551619e+01  5.652577e+00 
13700.000  0.000000e+00  0.000000e+00  2.432121e+01  3.870840e+00 
16600.000  0.000000e+00  0.000000e+00  2.854980e+01  4.543840e+00 
21500.000  0.000000e+00  0.000000e+00  3.469225e+01  5.521443e+00 
30000.000  0.000000e+00  0.000000e+00  2.314491e+01  3.683626e+00 
70000.000  0.000000e+00  0.000000e+00  2.003207e+01  3.188203e+00 
