  550.000  0.000000e+00           nan          -nan           nan 
 1000.000  0.000000e+00 -1.072177e-28  4.701063e-11  7.481974e-12 
 1600.000  0.000000e+00 -4.193558e-17  2.206079e-06  3.511084e-07 
 2200.000  0.000000e+00  4.579658e-14  6.937441e-04  1.104128e-04 
 3000.000  0.000000e+00  2.536099e-13  3.675435e-02  5.849636e-03 
 3700.000  0.000000e+00  1.313524e-11  2.876558e-01  4.578184e-02 
 4900.000  0.000000e+00  0.000000e+00  2.118688e+00  3.371997e-01 
 5600.000  0.000000e+00  0.000000e+00  9.889840e-01  1.574017e-01 
 6500.000  0.000000e+00  0.000000e+00  3.214074e+00  5.115358e-01 
 7600.000  0.000000e+00  0.000000e+00  7.035032e+00  1.119660e+00 
 8500.000  0.000000e+00  0.000000e+00  1.848533e+01  2.942032e+00 
 9600.000  0.000000e+00  0.000000e+00  1.565952e+01  2.492290e+00 
11300.000  0.000000e+00  0.000000e+00  4.252951e+01  6.768782e+00 
13700.000  0.000000e+00  0.000000e+00  2.762083e+01  4.395991e+00 
16600.000  0.000000e+00  0.000000e+00  3.144880e+01  5.005232e+00 
21500.000  0.000000e+00  0.000000e+00  3.846534e+01  6.121950e+00 
30000.000  0.000000e+00  0.000000e+00  2.389227e+01  3.802574e+00 
70000.000  0.000000e+00  0.000000e+00  2.027100e+01  3.226229e+00 
