  550.000  0.000000e+00           nan          -nan           nan 
 1000.000  0.000000e+00 -1.408707e-27  4.575299e-11  7.281813e-12 
 1600.000  0.000000e+00 -4.193617e-17  2.086394e-06  3.320600e-07 
 2200.000  0.000000e+00  4.579768e-14  6.612641e-04  1.052434e-04 
 3000.000  0.000000e+00  2.550608e-13  3.206740e-02  5.103684e-03 
 3700.000  0.000000e+00  1.313524e-11  2.550714e-01  4.059588e-02 
 4900.000  0.000000e+00  0.000000e+00  1.883587e+00  2.997821e-01 
 5600.000  0.000000e+00  0.000000e+00  9.147267e-01  1.455833e-01 
 6500.000  0.000000e+00  0.000000e+00  3.052430e+00  4.858092e-01 
 7600.000  0.000000e+00  0.000000e+00  6.410501e+00  1.020263e+00 
 8500.000  0.000000e+00  0.000000e+00  1.672329e+01  2.661594e+00 
 9600.000  0.000000e+00  0.000000e+00  1.457339e+01  2.319428e+00 
11300.000  0.000000e+00  0.000000e+00  3.895519e+01  6.199911e+00 
13700.000  0.000000e+00  0.000000e+00  2.595458e+01  4.130800e+00 
16600.000  0.000000e+00  0.000000e+00  2.999359e+01  4.773628e+00 
21500.000  0.000000e+00  0.000000e+00  3.665583e+01  5.833956e+00 
30000.000  0.000000e+00  0.000000e+00  2.355014e+01  3.748122e+00 
70000.000  0.000000e+00  0.000000e+00  2.017985e+01  3.211723e+00 
