  550.000  5.197474e+02  3.828095e-14  1.816202e+02  7.372945e+01 
 1000.000  4.092533e+02  1.667069e-08  1.237004e+02  5.539378e+01 
 1600.000  1.287113e+02  4.066774e-09  2.207997e+01  1.510259e+01 
 2200.000  4.243214e+01  1.482186e-09  1.011360e+01  5.369546e+00 
 3000.000  2.364056e+01  1.278505e-10  8.081955e-01  2.326334e+00 
 3700.000  4.601104e+00  1.338120e-10  1.036055e+00  5.738899e-01 
 4900.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 6500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 9600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
11300.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
13700.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
16600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
21500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
30000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
70000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
