  550.000  0.000000e+00           nan          -nan           nan 
 1000.000  0.000000e+00 -1.082962e-28  4.386026e-11  6.980578e-12 
 1600.000  0.000000e+00           nan          -nan           nan 
 2200.000  0.000000e+00  4.579658e-14  6.322998e-04  1.006336e-04 
 3000.000  0.000000e+00  2.533866e-13  2.604735e-02  4.145564e-03 
 3700.000  0.000000e+00  1.312687e-11  2.266264e-01  3.606871e-02 
 4900.000  0.000000e+00  0.000000e+00  1.656302e+00  2.636086e-01 
 5600.000  0.000000e+00  0.000000e+00  8.142753e-01  1.295960e-01 
 6500.000  0.000000e+00  0.000000e+00  2.776607e+00  4.419108e-01 
 7600.000  0.000000e+00  0.000000e+00  5.586284e+00  8.890848e-01 
 8500.000  0.000000e+00  0.000000e+00  1.470958e+01  2.341103e+00 
 9600.000  0.000000e+00  0.000000e+00  1.334069e+01  2.123236e+00 
11300.000  0.000000e+00  0.000000e+00  3.349488e+01  5.330877e+00 
13700.000  0.000000e+00  0.000000e+00  2.325406e+01  3.700999e+00 
16600.000  0.000000e+00  0.000000e+00  2.768682e+01  4.406493e+00 
21500.000  0.000000e+00  0.000000e+00  3.369314e+01  5.362430e+00 
30000.000  0.000000e+00  0.000000e+00  2.299326e+01  3.659491e+00 
70000.000  0.000000e+00  0.000000e+00  1.994838e+01  3.174883e+00 
