  550.000  0.000000e+00  2.999269e-40  4.967613e-25  7.906202e-26 
 1000.000  0.000000e+00 -1.093748e-28  4.740626e-11  7.544940e-12 
 1600.000  0.000000e+00 -4.193558e-17  2.245122e-06  3.573223e-07 
 2200.000  0.000000e+00  4.579768e-14  7.042058e-04  1.120778e-04 
 3000.000  0.000000e+00  2.534983e-13  3.828907e-02  6.093894e-03 
 3700.000  0.000000e+00  1.311738e-11  2.984658e-01  4.750230e-02 
 4900.000  0.000000e+00  0.000000e+00  2.196201e+00  3.495362e-01 
 5600.000  0.000000e+00  0.000000e+00  1.011049e+00  1.609135e-01 
 6500.000  0.000000e+00  0.000000e+00  3.258383e+00  5.185878e-01 
 7600.000  0.000000e+00  0.000000e+00  7.231500e+00  1.150929e+00 
 8500.000  0.000000e+00  0.000000e+00  1.904488e+01  3.031086e+00 
 9600.000  0.000000e+00  0.000000e+00  1.599728e+01  2.546046e+00 
11300.000  0.000000e+00  0.000000e+00  4.361362e+01  6.941324e+00 
13700.000  0.000000e+00  0.000000e+00  2.813934e+01  4.478514e+00 
16600.000  0.000000e+00  0.000000e+00  3.190261e+01  5.077457e+00 
21500.000  0.000000e+00  0.000000e+00  3.902000e+01  6.210225e+00 
30000.000  0.000000e+00  0.000000e+00  2.397819e+01  3.816247e+00 
70000.000  0.000000e+00  0.000000e+00  2.028644e+01  3.228687e+00 
