  550.000  5.197474e+02  5.393304e-13  1.800074e+02  7.350716e+01 
 1000.000  4.092533e+02  1.667068e-08  1.219842e+02  5.515725e+01 
 1600.000  1.287113e+02  4.067192e-09  2.169784e+01  1.504992e+01 
 2200.000  4.243214e+01  1.481671e-09  1.005637e+01  5.361657e+00 
 3000.000  2.364056e+01  1.278501e-10  9.527689e-01  2.346262e+00 
 3700.000  4.601104e+00  1.339098e-10  1.166717e+00  5.918993e-01 
 4900.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 6500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 9600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
11300.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
13700.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
16600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
21500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
30000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
70000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
