  550.000  5.197474e+02  5.336562e-13  1.797251e+02  7.346825e+01 
 1000.000  4.092533e+02  1.667068e-08  1.217391e+02  5.512346e+01 
 1600.000  1.287113e+02  4.066774e-09  2.238485e+01  1.514461e+01 
 2200.000  4.243214e+01  1.482191e-09  1.030399e+01  5.395788e+00 
 3000.000  2.364056e+01  1.281979e-10  1.004974e+00  2.353457e+00 
 3700.000  4.601104e+00  1.339238e-10  1.261700e+00  6.049910e-01 
 4900.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 6500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 9600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
11300.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
13700.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
16600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
21500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
30000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
70000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
