  550.000  5.197474e+02 -1.856471e-13  1.793777e+02  7.342036e+01 
 1000.000  4.092533e+02  1.667068e-08  1.213728e+02  5.507297e+01 
 1600.000  1.287113e+02  4.066623e-09  2.233964e+01  1.513838e+01 
 2200.000  4.243214e+01  1.481671e-09  1.030889e+01  5.396463e+00 
 3000.000  2.364056e+01  1.280862e-10  1.052408e+00  2.359995e+00 
 3700.000  4.601104e+00  1.337981e-10  1.305620e+00  6.110446e-01 
 4900.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 6500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 9600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
11300.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
13700.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
16600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
21500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
30000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
70000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
