  550.000  5.197474e+02 -8.731676e-13  1.794134e+02  7.342529e+01 
 1000.000  4.092533e+02  1.667068e-08  1.213885e+02  5.507514e+01 
 1600.000  1.287113e+02  4.068187e-09  2.212321e+01  1.510855e+01 
 2200.000  4.243214e+01  1.481671e-09  1.023455e+01  5.386217e+00 
 3000.000  2.364056e+01  1.278309e-10  1.041356e+00  2.358471e+00 
 3700.000  4.601104e+00  1.337981e-10  1.281179e+00  6.076759e-01 
 4900.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 5600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 6500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 7600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 8500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
 9600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
11300.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
13700.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
16600.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
21500.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
30000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
70000.000  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00 
