  550.000  0.000000e+00           nan          -nan           nan 
 1000.000  0.000000e+00 -1.404393e-27  4.668771e-11  7.430579e-12 
 1600.000  0.000000e+00 -4.193617e-17  2.172524e-06  3.457679e-07 
 2200.000  0.000000e+00  4.579658e-14  6.847949e-04  1.089885e-04 
 3000.000  0.000000e+00  2.542168e-13  3.551279e-02  5.652036e-03 
 3700.000  0.000000e+00  1.312520e-11  2.786310e-01  4.434550e-02 
 4900.000  0.000000e+00  0.000000e+00  2.054297e+00  3.269515e-01 
 5600.000  0.000000e+00  0.000000e+00  9.701133e-01  1.543983e-01 
 6500.000  0.000000e+00  0.000000e+00  3.175403e+00  5.053811e-01 
 7600.000  0.000000e+00  0.000000e+00  6.872765e+00  1.093835e+00 
 8500.000  0.000000e+00  0.000000e+00  1.801972e+01  2.867927e+00 
 9600.000  0.000000e+00           nan          -nan           nan 
11300.000  0.000000e+00  0.000000e+00  4.163761e+01  6.626832e+00 
13700.000  0.000000e+00  0.000000e+00  2.720190e+01  4.329317e+00 
16600.000  0.000000e+00  0.000000e+00  3.108181e+01  4.946824e+00 
21500.000  0.000000e+00  0.000000e+00  3.801584e+01  6.050410e+00 
30000.000  0.000000e+00  0.000000e+00  2.381745e+01  3.790665e+00 
70000.000  0.000000e+00  0.000000e+00  2.025455e+01  3.223612e+00 
