#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000010   9.490000000
     10.116   0.000000084   20.152920115
     10.109   0.000000314   26.431298465
     10.102   0.000001049   26.751289624
     10.095   0.000002980   25.598448701
     10.089   0.000007447   25.363475288
     10.082   0.000018587   24.806960937
     10.075   0.000039801   24.061004297
     10.068   0.000081007   23.426038751
     10.061   0.000168058   23.370030249
     10.054   0.000295152   23.160249839
     10.047   0.000455704   22.477643142
     10.040   0.000713951   22.383912437
     10.033   0.000940070   22.146745323
     10.026   0.001373368   22.845008061
     10.019   0.001628928   22.892934794
     10.012   0.001908391   23.010727091
     10.005   0.002048309   22.866543077
     9.998   0.002665648   24.462960937
     9.991   0.002872309   24.955148547
     9.983   0.002987817   25.043320420
     9.976   0.003224885   26.472842364
     9.969   0.003593371   27.757323551
     9.962   0.003787127   28.780421417
     9.955   0.004049524   29.890414226
     9.948   0.004001118   30.898547266
     9.941   0.003929889   31.706709706
     9.934   0.003575816   32.379408367
     9.927   0.003974710   33.991444070
     9.920   0.004299385   35.794670111
     9.913   0.003669077   35.928394936
     9.906   0.003267036   37.024954509
     9.899   0.003631828   39.436199586
     9.892   0.003322682   39.317430492
     9.885   0.003779998   43.221800297
     9.878   0.003586189   44.201598939
     9.872   0.003240302   43.640640797
     9.865   0.002902782   43.045569328
     9.858   0.002940731   45.916414820
     9.851   0.002912630   47.345762141
     9.844   0.002874072   48.361056542
     9.837   0.002167556   45.954926463
     9.830   0.001983758   47.757432185
     9.823   0.001706437   47.583340347
     9.816   0.001974549   50.772090617
     9.809   0.002189399   53.571624449
     9.802   0.002136129   53.699426644
     9.795   0.001880366   52.778010286
     9.788   0.001607371   52.565577789
     9.781   0.001378752   52.797826356
     9.774   0.001403027   56.058601331
     9.767   0.001309639   57.034478232
