#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000065   25.103609005
     10.116   0.000000292   25.021556212
     10.109   0.000001141   24.976598070
     10.102   0.000004189   24.807857699
     10.095   0.000011444   23.118609533
     10.089   0.000034460   22.374912078
     10.082   0.000099212   21.633703000
     10.075   0.000242727   20.451887394
     10.068   0.000532282   18.976108549
     10.061   0.001020502   17.710579414
     10.054   0.001813230   16.611011233
     10.047   0.002729717   15.368468667
     10.040   0.003875295   14.340336747
     10.033   0.005010195   13.464898075
     10.026   0.006254963   12.750386304
     10.019   0.007596003   12.080756278
     10.012   0.008865067   11.762591384
     10.005   0.010148937   11.636855561
     9.998   0.011568875   11.616857591
     9.991   0.012870503   11.630133486
     9.983   0.013973454   11.701294170
     9.976   0.014864035   11.856881429
     9.969   0.015235473   11.981875105
     9.962   0.015417456   12.222379155
     9.955   0.015599981   12.644290109
     9.948   0.015981708   13.265169400
     9.941   0.015443997   13.764623873
     9.934   0.015078987   14.493333765
     9.927   0.014173553   15.116690520
     9.920   0.013790547   15.934658222
     9.913   0.014029057   16.979196516
     9.906   0.013560708   17.833146558
     9.899   0.012801996   18.575321519
     9.892   0.012496848   19.776331101
     9.885   0.012529847   21.039826606
     9.878   0.012727136   22.287174943
     9.872   0.012318953   23.443139071
     9.865   0.011513135   24.258315534
     9.858   0.011720259   26.177838663
     9.851   0.011393340   27.315425541
     9.844   0.011317259   28.589331123
     9.837   0.012177513   30.408747989
     9.830   0.011959201   31.709074392
     9.823   0.011098362   32.391038985
     9.816   0.010718148   33.940999856
     9.809   0.011703583   36.624423956
     9.802   0.011520211   37.453035475
     9.795   0.010355450   37.553771108
     9.788   0.009848979   38.910795411
     9.781   0.010410453   40.240542148
     9.774   0.011514515   42.045387090
     9.767   0.011791071   43.386840844
