#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000027   26.292871553
     10.123   0.000000123   25.933499273
     10.116   0.000000446   25.704208383
     10.109   0.000001376   24.783948902
     10.102   0.000004792   24.499049687
     10.095   0.000013385   23.480100936
     10.089   0.000036849   22.817133868
     10.082   0.000087724   21.397343517
     10.075   0.000208416   20.686755306
     10.068   0.000387886   19.226665245
     10.061   0.000727868   18.474198441
     10.054   0.001225883   17.689888409
     10.047   0.001816315   16.899859475
     10.040   0.002301540   15.753148546
     10.033   0.003087837   15.674115275
     10.026   0.003768255   15.381456251
     10.019   0.004562396   15.519113731
     10.012   0.005160189   15.286257621
     10.005   0.005897559   15.646593965
     9.998   0.006388887   15.880617866
     9.991   0.007139710   16.515152311
     9.983   0.007850605   17.195112378
     9.976   0.008428111   17.789045160
     9.969   0.009114072   18.684328097
     9.962   0.009224352   19.444083591
     9.955   0.008960880   20.162489818
     9.948   0.009348772   21.027013645
     9.941   0.009386548   22.095187887
     9.934   0.008909899   22.986758268
     9.927   0.008474998   23.825552489
     9.920   0.008897518   25.948074835
     9.913   0.008863989   26.941086617
     9.906   0.009113505   28.364322134
     9.899   0.008753159   29.470680602
     9.892   0.008582267   31.134248275
     9.885   0.008781482   32.756313885
     9.878   0.009408698   34.772740037
     9.872   0.009127616   35.710523662
     9.865   0.009219351   37.079717004
     9.858   0.008852454   38.255646359
     9.851   0.008469704   39.761740481
     9.844   0.007514237   39.976777771
     9.837   0.007392098   41.439307097
     9.830   0.007275426   43.048774387
     9.823   0.007164305   44.220301788
     9.816   0.006405337   44.283169700
     9.809   0.006228313   45.532531658
     9.802   0.006738092   47.419380280
     9.795   0.006923787   48.468813475
     9.788   0.006798441   49.486541684
     9.781   0.006521206   51.294067816
     9.774   0.006379764   52.498064179
     9.767   0.006649072   53.851021221
