#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000000   9.490000000
     10.116   0.000000000   9.490000000
     10.109   0.000000000   9.490000000
     10.102   0.000000000   9.490000000
     10.095   0.000000000   9.490000000
     10.089   0.000000019   9.490000000
     10.082   0.000000086   14.955091501
     10.075   0.000000242   22.383443138
     10.068   0.000000574   30.279745260
     10.061   0.000001175   30.536837585
     10.054   0.000002066   30.436180168
     10.047   0.000003154   30.755298212
     10.040   0.000005756   31.858002330
     10.033   0.000009274   32.856041798
     10.026   0.000013059   32.861567888
     10.019   0.000018314   33.809694287
     10.012   0.000022740   33.792628528
     10.005   0.000030187   34.374323150
     9.998   0.000037257   34.925920772
     9.991   0.000041770   36.025579902
     9.983   0.000046394   36.208992242
     9.976   0.000053397   37.106532545
     9.969   0.000061201   38.272934034
     9.962   0.000060275   37.333837099
     9.955   0.000062257   38.186553866
     9.948   0.000066764   39.603277401
     9.941   0.000065707   40.780778363
     9.934   0.000070336   42.661955376
     9.927   0.000072124   43.072435801
     9.920   0.000076214   43.536696467
     9.913   0.000075948   44.735876145
     9.906   0.000064725   44.913402235
     9.899   0.000076630   47.281613661
     9.892   0.000085073   48.039550165
     9.885   0.000078969   48.095444072
     9.878   0.000063113   47.747264034
     9.872   0.000057372   48.640064051
     9.865   0.000054921   49.828875490
     9.858   0.000056660   51.046019507
     9.851   0.000051529   51.809063734
     9.844   0.000047833   52.703933761
     9.837   0.000044164   52.650506404
     9.830   0.000043505   53.559295338
     9.823   0.000050414   57.285331422
     9.816   0.000047086   57.574303355
     9.809   0.000044916   58.282214013
     9.802   0.000043123   57.899182138
     9.795   0.000040896   59.378900914
     9.788   0.000032650   58.318139054
     9.781   0.000025530   57.905821450
     9.774   0.000019978   57.735807786
     9.767   0.000016283   59.153506299
