#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000024   18.815495423
     10.116   0.000000129   25.085719244
     10.109   0.000000551   25.129846108
     10.102   0.000001986   24.684039090
     10.095   0.000006297   23.914695703
     10.089   0.000019195   23.085887733
     10.082   0.000058579   22.596017516
     10.075   0.000143207   20.974428480
     10.068   0.000356837   20.144394512
     10.061   0.000766227   18.870223357
     10.054   0.001464904   17.715507056
     10.047   0.002241241   16.099686036
     10.040   0.003370774   14.977952560
     10.033   0.004607506   13.904202206
     10.026   0.005631789   12.955079001
     10.019   0.007080068   12.317249457
     10.012   0.008504713   11.841374544
     10.005   0.010030459   11.532346434
     9.998   0.011558926   11.380841897
     9.991   0.013138114   11.327601896
     9.983   0.014568175   11.302096027
     9.976   0.015639729   11.295147488
     9.969   0.016333423   11.317008102
     9.962   0.016740589   11.407729289
     9.955   0.017032298   11.613767128
     9.948   0.017046405   11.873818039
     9.941   0.016557520   12.158280697
     9.934   0.016396436   12.628286640
     9.927   0.015841188   13.134073015
     9.920   0.014856026   13.627670342
     9.913   0.014700140   14.395046492
     9.906   0.014214111   15.197636458
     9.899   0.013365388   15.875057215
     9.892   0.013302981   17.018111976
     9.885   0.013210132   18.243761588
     9.878   0.013122419   19.191742467
     9.872   0.012356256   20.031988242
     9.865   0.011713890   20.986712116
     9.858   0.011476742   22.426691430
     9.851   0.011027223   23.657335987
     9.844   0.011247284   25.121527869
     9.837   0.011657255   26.903344406
     9.830   0.010783488   27.594007406
     9.823   0.010902426   29.317967346
     9.816   0.010805703   30.596875149
     9.809   0.010102194   31.646377465
     9.802   0.010639345   33.795422496
     9.795   0.010594046   35.015829781
     9.788   0.010190891   36.014429497
     9.781   0.010930535   37.682675611
     9.774   0.010768899   38.418860640
     9.767   0.010477533   39.466878661
