#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000000   9.490000000
     10.116   0.000000000   9.490000000
     10.109   0.000000000   9.490000000
     10.102   0.000000040   19.504361262
     10.095   0.000000181   25.720048143
     10.089   0.000000653   25.726978492
     10.082   0.000002049   24.953633329
     10.075   0.000006427   24.434963052
     10.068   0.000019114   23.896038329
     10.061   0.000051136   23.310514734
     10.054   0.000133928   22.243169951
     10.047   0.000326576   21.717329219
     10.040   0.000643850   20.284249331
     10.033   0.001274996   19.305831302
     10.026   0.002141433   18.042708689
     10.019   0.003136100   16.889038307
     10.012   0.004393525   15.829469703
     10.005   0.005543123   14.791639842
     9.998   0.006915114   14.135419406
     9.991   0.008570819   13.544809917
     9.983   0.009469173   12.687163689
     9.976   0.010528083   12.088169569
     9.969   0.011965628   11.644521692
     9.962   0.013171478   11.398831703
     9.955   0.014693736   11.328880646
     9.948   0.015551215   11.152624211
     9.941   0.016112263   11.144181371
     9.934   0.016038395   10.925370589
     9.927   0.017502000   11.332916074
     9.920   0.017334663   11.453521438
     9.913   0.017463786   11.714418179
     9.906   0.016548236   11.865346096
     9.899   0.016221307   12.241069271
     9.892   0.015554331   12.642258298
     9.885   0.014619339   13.017450328
     9.878   0.013546422   13.445052900
     9.872   0.012798672   14.043409465
     9.865   0.012445138   14.861677300
     9.858   0.012064029   15.711688320
     9.851   0.011156012   16.430518372
     9.844   0.010512212   17.289656171
     9.837   0.010021775   18.365086362
     9.830   0.009523672   19.267092284
     9.823   0.009940218   20.770050469
     9.816   0.009707466   21.827174351
     9.809   0.009524991   22.932101274
     9.802   0.009605074   24.088529244
     9.795   0.009590188   25.689185350
     9.788   0.009177922   27.133237381
     9.781   0.009176710   28.769365599
     9.774   0.009119268   30.015298762
     9.767   0.008508357   30.589231756
