#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000011   13.431426851
     10.123   0.000000072   26.662837627
     10.116   0.000000281   26.736086511
     10.109   0.000000867   25.727469620
     10.102   0.000002541   25.027187803
     10.095   0.000007159   24.447579563
     10.089   0.000019187   23.722086553
     10.082   0.000051226   23.461034289
     10.075   0.000105561   22.004755010
     10.068   0.000203873   20.794281227
     10.061   0.000423955   20.853276510
     10.054   0.000696160   19.721377612
     10.047   0.001085562   19.238203095
     10.040   0.001472461   18.666440155
     10.033   0.002038865   18.530823581
     10.026   0.002576902   18.410231860
     10.019   0.003093181   18.627091777
     10.012   0.003662294   18.739865482
     10.005   0.004209534   19.139786673
     9.998   0.004661710   19.732040528
     9.991   0.005119790   20.168856281
     9.983   0.005555599   20.744537323
     9.976   0.005723014   21.253625164
     9.969   0.006303209   22.489872208
     9.962   0.006483026   23.593762307
     9.955   0.006957164   24.941353331
     9.948   0.006673075   25.420706152
     9.941   0.006915203   26.815923775
     9.934   0.006743157   27.733067327
     9.927   0.007033975   29.867283956
     9.920   0.007202101   31.391286029
     9.913   0.006800153   32.274594560
     9.906   0.006360191   32.698095310
     9.899   0.006552762   35.075732740
     9.892   0.005836985   35.237302654
     9.885   0.006045365   38.102782128
     9.878   0.005348358   37.941368646
     9.872   0.005472294   39.146667405
     9.865   0.005726640   40.608556446
     9.858   0.005371552   41.109928134
     9.851   0.005603201   43.045183702
     9.844   0.005426690   45.230604883
     9.837   0.004253813   44.268301281
     9.830   0.004118865   46.024200856
     9.823   0.004656708   48.761652579
     9.816   0.004923795   50.533475587
     9.809   0.004855346   50.983853725
     9.802   0.004372258   50.162976549
     9.795   0.004106744   50.577866205
     9.788   0.004002265   52.105417126
     9.781   0.003391384   52.070317906
     9.774   0.003410555   54.596912378
     9.767   0.003606807   56.658031099
