#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000000   9.490000000
     10.116   0.000000000   9.490000000
     10.109   0.000000046   19.269691620
     10.102   0.000000207   25.364537578
     10.095   0.000000774   25.193845431
     10.089   0.000002641   24.716689950
     10.082   0.000008484   24.317669158
     10.075   0.000025523   23.611535653
     10.068   0.000068359   22.626158170
     10.061   0.000161547   21.446674509
     10.054   0.000422424   21.043078959
     10.047   0.000832780   19.409028027
     10.040   0.001490663   18.028666091
     10.033   0.002437419   16.944495655
     10.026   0.003664040   15.843485016
     10.019   0.004752285   14.746407942
     10.012   0.006249628   14.083317183
     10.005   0.007814971   13.387330910
     9.998   0.008913440   12.693970348
     9.991   0.010467254   12.169511137
     9.983   0.011964512   11.695990906
     9.976   0.013177643   11.282882951
     9.969   0.014788944   11.135800378
     9.962   0.016012420   11.050055036
     9.955   0.016919246   10.981166270
     9.948   0.017593111   10.908304830
     9.941   0.017695100   10.934906641
     9.934   0.017607237   11.028272638
     9.927   0.018464034   11.403827557
     9.920   0.017544942   11.560560779
     9.913   0.016892292   11.850710507
     9.906   0.016061658   12.223815247
     9.899   0.015357566   12.630264791
     9.892   0.014714412   13.237004168
     9.885   0.014016447   13.874318029
     9.878   0.013611530   14.710880350
     9.872   0.012884460   15.441928554
     9.865   0.012006506   16.163879991
     9.858   0.011352476   17.150387066
     9.851   0.010637149   18.132503101
     9.844   0.009837669   18.835487936
     9.837   0.009847819   20.366069293
     9.830   0.009780068   21.705875042
     9.823   0.009601135   22.838914447
     9.816   0.009257177   23.864138711
     9.809   0.010000951   25.922676286
     9.802   0.009208708   26.218676794
     9.795   0.010573209   28.779610147
     9.788   0.010022037   29.722767067
     9.781   0.009610202   31.214149203
     9.774   0.009099504   32.409210689
     9.767   0.009070005   33.650703699
