#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000000   9.490000000
     10.116   0.000000000   9.490000000
     10.109   0.000000000   9.490000000
     10.102   0.000000018   9.490000000
     10.095   0.000000102   20.948094971
     10.089   0.000000364   28.805681723
     10.082   0.000000932   28.796715924
     10.075   0.000002019   28.536285754
     10.068   0.000004217   28.373964597
     10.061   0.000008458   28.726741220
     10.054   0.000014866   28.489394026
     10.047   0.000023617   28.599102734
     10.040   0.000039044   29.142060157
     10.033   0.000060026   29.289407394
     10.026   0.000085162   30.007384339
     10.019   0.000114914   31.151201256
     10.012   0.000164380   32.383228245
     10.005   0.000191403   32.060259400
     9.998   0.000221524   32.594456570
     9.991   0.000234430   32.857195038
     9.983   0.000262848   33.525735489
     9.976   0.000314329   34.898264857
     9.969   0.000328066   35.662185837
     9.962   0.000360366   36.616347643
     9.955   0.000366681   37.003839680
     9.948   0.000329750   36.424091377
     9.941   0.000335514   37.329955376
     9.934   0.000409106   40.145198000
     9.927   0.000403780   41.128882003
     9.920   0.000411523   42.823790864
     9.913   0.000410965   43.337007810
     9.906   0.000359599   42.554984248
     9.899   0.000325297   43.462219764
     9.892   0.000394390   46.474531700
     9.885   0.000398598   47.150922910
     9.878   0.000400286   47.753263061
     9.872   0.000343930   47.685156460
     9.865   0.000283703   47.719186114
     9.858   0.000246020   48.787896958
     9.851   0.000228406   49.765050790
     9.844   0.000234626   51.319140766
     9.837   0.000240813   52.475465054
     9.830   0.000230036   52.791710914
     9.823   0.000232594   55.200056522
     9.816   0.000221294   55.669504945
     9.809   0.000215081   56.689732446
     9.802   0.000212248   57.901259424
     9.795   0.000204499   58.738049120
     9.788   0.000161538   56.769767980
     9.781   0.000119005   55.328189774
     9.774   0.000096657   56.746670452
     9.767   0.000077118   57.977737015
