#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000019   18.927488782
     10.123   0.000000124   25.594552426
     10.116   0.000000489   25.291537895
     10.109   0.000001681   24.562014005
     10.102   0.000005714   24.258690246
     10.095   0.000015114   22.382526367
     10.089   0.000048957   22.312793590
     10.082   0.000124875   20.956833396
     10.075   0.000294299   19.811388484
     10.068   0.000633487   18.626975361
     10.061   0.001116077   17.209807993
     10.054   0.001917453   16.244503058
     10.047   0.002619189   14.740820916
     10.040   0.003666423   14.081528207
     10.033   0.004681382   13.359035620
     10.026   0.006103600   13.160008166
     10.019   0.007155446   12.635020539
     10.012   0.008280562   12.456966942
     10.005   0.009640775   12.495609553
     9.998   0.010805399   12.559171410
     9.991   0.011577564   12.693000826
     9.983   0.012403296   12.969721865
     9.976   0.012891220   13.157566173
     9.969   0.013423816   13.519486856
     9.962   0.013554778   13.964719074
     9.955   0.013622323   14.506380467
     9.948   0.013788347   15.256515326
     9.941   0.013127337   15.734198314
     9.934   0.012624156   16.434947611
     9.927   0.012425708   17.265065253
     9.920   0.012828013   18.502885723
     9.913   0.012469840   19.520852220
     9.906   0.013017303   20.935294742
     9.899   0.012466976   21.896561520
     9.892   0.011221042   22.510996132
     9.885   0.011310080   23.854336177
     9.878   0.012111930   25.870664103
     9.872   0.011778359   26.978726964
     9.865   0.011221054   27.942225643
     9.858   0.011234547   29.585962693
     9.851   0.012017968   31.521340134
     9.844   0.011653408   32.632186048
     9.837   0.010591462   33.130581869
     9.830   0.011111979   35.540182580
     9.823   0.010940206   37.016434362
     9.816   0.010599517   38.332804252
     9.809   0.011464224   40.854814870
     9.802   0.010679966   40.401486331
     9.795   0.008570447   38.934809709
     9.788   0.008323325   40.838458517
     9.781   0.008784179   42.864783609
     9.774   0.009374236   44.321870519
     9.767   0.010177443   46.337212552
