#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000000   9.490000000
     10.116   0.000000000   9.490000000
     10.109   0.000000000   9.490000000
     10.102   0.000000000   9.490000000
     10.095   0.000000000   9.490000000
     10.089   0.000000000   9.490000000
     10.082   0.000000000   9.490000000
     10.075   0.000000000   9.490000000
     10.068   0.000000060   13.234963262
     10.061   0.000000246   19.747327315
     10.054   0.000000874   26.440662623
     10.047   0.000002644   25.944205845
     10.040   0.000007677   25.732362701
     10.033   0.000019371   25.477575036
     10.026   0.000044834   24.602006306
     10.019   0.000111041   24.333034162
     10.012   0.000238306   23.604350645
     10.005   0.000417283   22.257279852
     9.998   0.000791583   21.728519641
     9.991   0.001330198   20.552150090
     9.983   0.002062251   19.307935872
     9.976   0.003081328   18.722897948
     9.969   0.003980404   17.573973309
     9.962   0.005287862   16.975543986
     9.955   0.006203868   16.050807972
     9.948   0.006974257   15.202971554
     9.941   0.007800048   14.465354070
     9.934   0.009105102   14.305391232
     9.927   0.009434920   13.713679436
     9.920   0.010636481   13.642997146
     9.913   0.011768807   13.598333680
     9.906   0.012575620   13.720102288
     9.899   0.013607994   13.906104869
     9.892   0.014185942   13.989846593
     9.885   0.014338634   14.101387023
     9.878   0.014389125   14.266388462
     9.872   0.014738763   14.735505829
     9.865   0.014475414   15.080552657
     9.858   0.014253230   15.579726096
     9.851   0.013820012   16.110254364
     9.844   0.013401970   16.635322027
     9.837   0.013192937   17.366095562
     9.830   0.012454514   18.050433937
     9.823   0.011955078   18.631122657
     9.816   0.011409822   19.353199605
     9.809   0.010796603   20.031913664
     9.802   0.010206354   20.579991542
     9.795   0.010966534   22.095116947
     9.788   0.010715249   23.057569706
     9.781   0.010178534   23.666469133
     9.774   0.009721713   24.789518648
     9.767   0.008867572   25.520872441
