#      z         IWC          R_eff
#     (km)     (g/m^3)         (um)
     10.236   0.000000000   9.490000000
     10.229   0.000000000   9.490000000
     10.222   0.000000000   9.490000000
     10.215   0.000000000   9.490000000
     10.208   0.000000000   9.490000000
     10.200   0.000000000   9.490000000
     10.193   0.000000000   9.490000000
     10.186   0.000000000   9.490000000
     10.179   0.000000000   9.490000000
     10.172   0.000000000   9.490000000
     10.165   0.000000000   9.490000000
     10.158   0.000000000   9.490000000
     10.151   0.000000000   9.490000000
     10.144   0.000000000   9.490000000
     10.137   0.000000000   9.490000000
     10.130   0.000000000   9.490000000
     10.123   0.000000000   9.490000000
     10.116   0.000000000   9.490000000
     10.109   0.000000000   9.490000000
     10.102   0.000000000   9.490000000
     10.095   0.000000000   9.490000000
     10.089   0.000000000   9.490000000
     10.082   0.000000000   9.490000000
     10.075   0.000000000   9.490000000
     10.068   0.000000000   9.490000000
     10.061   0.000000000   9.490000000
     10.054   0.000000000   9.490000000
     10.047   0.000000000   9.490000000
     10.040   0.000000059   13.410023712
     10.033   0.000000248   20.495395802
     10.026   0.000000686   26.986821467
     10.019   0.000001774   26.497387807
     10.012   0.000005353   26.876396078
     10.005   0.000011151   26.017187338
     9.998   0.000026445   26.277171855
     9.991   0.000057590   25.751867724
     9.983   0.000123137   25.021257898
     9.976   0.000241891   24.368626327
     9.969   0.000455383   23.609500204
     9.962   0.000800880   23.089951355
     9.955   0.001184648   21.753850888
     9.948   0.001746833   20.813991796
     9.941   0.002630477   20.879879230
     9.934   0.003433816   20.185159883
     9.927   0.004200779   19.258684915
     9.920   0.005258167   19.075652745
     9.913   0.005945452   18.271861336
     9.906   0.006415332   17.635815311
     9.899   0.007151168   17.513211787
     9.892   0.007879708   17.397429474
     9.885   0.008985520   17.666703570
     9.878   0.010105992   18.057451598
     9.872   0.009959711   17.662327082
     9.865   0.010656971   17.919981474
     9.858   0.011171960   18.259492208
     9.851   0.011297927   18.246719264
     9.844   0.011481325   18.507187633
     9.837   0.011764477   19.045291992
     9.830   0.012027410   19.768542188
     9.823   0.011576272   20.087622033
     9.816   0.011407043   20.726649382
     9.809   0.011456126   21.451192879
     9.802   0.011669533   22.260082915
     9.795   0.012282911   23.046068236
     9.788   0.012462638   23.776976377
     9.781   0.011851807   24.109283913
     9.774   0.011429800   24.994538762
     9.767   0.011273386   25.737190299
